923911685,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/521088,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.590976,-72.910295,96,,,,,,17/7/2008,17,7,2008,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,521088,,Susan Elliott,5/2/2014 02:06,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2024-06-04T01:34:22.704Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
923911508,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/512571,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,CA,,Newfoundland and Labrador,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.615435,-57.937775,1377,,,,,,29/7/2009,29,7,2009,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,512571,,Susan Elliott,27/1/2014 01:55,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2024-06-04T01:34:19.517Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
923910097,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/349346,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.757538,-71.73384,94,,,,,,24/7/2013,24,7,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,349346,,Susan Elliott,28/7/2013 21:20,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2024-06-04T01:34:12.275Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891778805,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/491417,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Minnesota,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,47.164973,-95.196698,9335,,,,,,18/8/2009,18,8,2009,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,491417,,Erin Faulkner,1/1/2014 22:24,CC_BY_NC_4_0,Erin Faulkner,Erin Faulkner,,,2024-06-04T01:34:24.888Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891748763,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/421558,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Minnesota,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,47.770116,-94.084607,580,,,,,,28/7/2010,28,7,2010,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,421558,,Erin Faulkner,8/10/2013 02:49,CC_BY_NC_4_0,Erin Faulkner,Erin Faulkner,,,2024-06-04T01:34:53.403Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891731887,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/377600,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.103167,-72.9355,,,,,,,25/8/2013 15:45,25,8,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,377600,,Kyle Jones,26/8/2013 00:06,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2024-06-04T01:34:17.237Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891722925,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/356349,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.836522,-72.52569,5,,,,,,3/8/2013 17:13,3,8,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,356349,,Charlie Hohn,4/8/2013 13:31,CC0_1_0,Charlie Hohn,Charlie Hohn,,,2024-06-04T02:08:52.308Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891720419,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/350473,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,New York,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.683,-74.986666,,,,,,,24/7/2013 14:17,24,7,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,350473,,Ann Walter-Fromson,29/7/2013 19:38,CC_BY_NC_4_0,Ann Walter-Fromson,Ann Walter-Fromson,,,2024-06-04T02:10:35.348Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891720166,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/349688,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.567931,-71.789387,184,,,,,,28/7/2013 16:51,28,7,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,349688,,Bob Heitzman,29/7/2013 01:00,CC_BY_NC_4_0,Bob Heitzman,Bob Heitzman,,,2024-06-04T02:08:54.966Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
891719374,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/347669,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,,SPECIES,Cornus canadensis L.,Cornus canadensis,,US,,Vermont,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.596372,-72.487261,5,,,,,,27/7/2013 11:01,27,7,2013,3082270,3082270,HUMAN_OBSERVATION,iNaturalist,Observations,347669,,Michael Rayner,27/7/2013 20:42,CC_BY_NC_4_0,Bob Heitzman,Bob Heitzman,,,2024-06-04T02:09:51.802Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
